,TP9,AF7,AF8,TP10,subj,ses,Performance,Time (sec),Signal Drop,affective_trust,cognitive_trust,affecttrust_corr,cognitivetrust_corr
0,0.06114551028736998,0.0019427550197652754,-0.06288145528747832,0.08649911924122938,1,1,2.0,494.0,1.0,2.2,3.25,0.157242725508288,-0.0877058019307029
1,-0.06803400391673876,-0.11188790939161739,0.08399031317832342,-0.5600213795525005,1,2,,,,2.6,3.5,-0.657411243046284,0.525150493181643
2,-0.031542438837387166,0.04054613179188049,-0.15051992268121375,-0.08865123568707453,1,3,3.0,208.0,1.0,2.6,3.4166666666666665,-0.594942206400108,0.282038037408883
3,0.039201141163185654,-0.07034743428170917,-0.06315453187048051,-0.03803072086855347,2,1,0.0,347.0,1.0,,,,
4,0.01948843694531924,0.06305463797022454,-0.02197520026203816,-0.008690321783031573,2,3,10.0,552.0,0.0,,,,
5,0.020207547316579397,0.13772965255074604,0.010793684670225215,-0.07678527669715701,3,2,7.0,294.0,0.0,2.6,4.0,0.583333333333333,0.316227766016838
6,-0.007536418730898053,0.0011345550687826963,0.0032074833165938767,0.0046774090621682154,3,3,7.0,262.0,0.0,3.2,4.0,0.589767824619589,0.8
7,-0.008471478117743006,0.04369473062504281,0.018120099214214962,-0.0026014471642923287,5,3,7.0,303.0,0.0,,,,
8,0.038530713264822755,0.005177894593862795,0.04213102188591743,0.030017358544957233,6,1,,,,,,,
9,0.013566584962724872,-0.052905997410902454,-0.0037134592380786485,-0.017936896141240524,6,2,3.0,428.0,0.0,,,,
10,0.01536482855081931,0.02995139141874315,0.02855177914893539,0.017113572364038102,7,3,0.0,560.0,0.0,3.4,3.6666666666666665,0.25,0.553911709406997
11,0.11410317704466393,-0.1202004729009712,-0.05999016317554867,0.06288258556005588,11,3,7.0,199.0,0.0,,,,
12,-0.01965745282754036,0.000649096373150048,-0.006783046070622999,0.005628811047820674,12,1,7.0,414.0,1.0,,,,
13,-0.03624723404737556,-0.017798631356687397,0.12913239561676135,-0.06335900873215326,12,2,10.0,269.0,1.0,,,,
14,0.03990182211898445,-0.08917027287225522,0.11627520688120113,0.06709985965786287,12,3,9.0,187.0,0.0,,,,
