,TP9,AF7,AF8,TP10,subj,ses,Unnamed: 0,Performance,Time_Sec,Signal Drop
0,0.0056891226067249685,0.0009978715796326153,-0.07035755717893452,-0.0016509150393340375,1,1,0.0,2.0,494.0,1.0
2,-0.021091014364927888,0.3969754634890854,0.24524052306541252,-0.20778044888274863,1,3,1.0,3.0,208.0,1.0
3,0.0022298282019504027,0.0072401443176696185,-0.07269351740723469,0.016671299458455913,2,1,2.0,0.0,347.0,1.0
4,-0.20231550542304788,0.04154899245599692,0.1969876107913416,0.05390534422240606,2,3,4.0,10.0,552.0,0.0
5,-0.012815872873394167,-0.012247084321886334,-0.07851207263138989,-0.040850083642123496,3,2,6.0,7.0,294.0,0.0
6,-0.010079877698674498,0.02701481230667457,0.13930626691223796,-0.03106396298477819,3,3,7.0,7.0,262.0,0.0
7,-0.0034156625443103237,-0.0017051538389857895,-0.050465871322026436,0.03375894897472397,5,3,11.0,7.0,303.0,0.0
9,0.027488533861776687,-0.011979345132630938,-0.017526742284598943,-0.008042290328846695,6,2,12.0,3.0,428.0,0.0
10,-0.0024130168584686968,0.004221769284527036,0.05845895979140985,-0.007447991224947641,7,3,16.0,0.0,560.0,0.0
11,0.18330706449625878,-0.0669166133475455,0.011502061781332243,-0.22922236190283624,11,3,25.0,7.0,199.0,0.0
12,0.025034421276667308,0.006426093795051732,0.022925540552532646,0.00850015750444009,12,1,26.0,7.0,414.0,1.0
13,0.012536607373949274,0.12314075833799416,0.013103919665280309,-0.0178447863194158,12,2,27.0,10.0,269.0,1.0
14,-0.03730930256944904,-0.03581429338244465,0.019048990108019123,-0.02993468804124836,12,3,28.0,9.0,187.0,0.0
15,0.09315145811711023,0.012079730506727525,0.017022871688754562,0.04189402317161366,14,3,33.0,10.0,406.0,0.0
16,-0.13382940752586012,0.007429551889050278,0.3957720433654208,-0.4823510065345068,15,1,34.0,5.0,704.0,1.0
17,-0.020149998236210387,-0.014884146264139612,0.06391103507308574,0.00850684909659878,17,1,40.0,6.0,652.0,1.0
18,0.03268342268174032,-0.03726514328760012,-0.03291797468226443,0.004022557894870893,19,2,47.0,8.0,560.0,0.0
19,0.24814588962718845,-0.09787193852430857,-0.014020766769883558,0.12968228026374293,20,2,50.0,1.0,417.0,0.0
20,-0.1538525959199547,0.1859715667060028,0.4632956396057781,0.13898172957375252,20,3,51.0,1.0,211.0,0.0
21,-0.006495591713321251,0.037958993071016064,0.0012177207968668024,0.02972896860630891,21,2,53.0,3.0,266.0,0.0
22,0.021138276535118107,-0.016566433103632934,0.10743696924006911,0.008026657137487011,23,1,58.0,0.0,366.0,0.0
23,-0.013216083385413748,-0.01287496626347909,0.10250532370009148,0.005176715747569466,23,3,60.0,4.0,700.0,0.0
24,-0.042380257926330926,0.03190516182158146,-0.08062193610025095,-0.12127670760977882,24,3,63.0,7.0,356.0,1.0
25,-0.0037101397274843725,-0.039624088379306664,-0.09835689443108867,0.052226655099779175,25,1,64.0,7.0,435.0,0.0
27,-0.016450842722343966,-0.07154528681076909,0.07024484708388397,-0.06450445985945134,27,3,70.0,1.0,0.0,0.0
28,-0.0066093958387688405,0.029770922077895338,0.028505188817307382,0.049088994546274245,28,1,71.0,7.0,424.0,0.0
29,-0.020471395521703985,-0.0024288492948075138,-0.007340933434003929,-0.03387384133474962,28,2,72.0,5.0,305.0,0.0
30,0.0016994214792892708,0.055551634394646394,-0.030638354644835483,-0.04245113145956571,28,3,73.0,7.0,274.0,0.0
31,-0.013826769316162123,-0.06669183599688415,0.034016089887439684,-0.02221694181817892,29,1,74.0,7.0,510.0,1.0
32,0.018833706484078998,0.015088382394118376,0.04578859287695409,0.0009243540307512417,29,2,75.0,2.0,349.0,0.0
33,-0.030984284178110392,0.030761272918348865,-0.036344428335632076,-0.010988086315181122,29,3,76.0,6.0,303.0,0.0
34,0.05332879741084983,-0.10698820278263997,0.0016929707151139377,-0.06293819105484824,30,1,77.0,0.0,280.0,0.0
35,0.008070131799042805,0.14472142093840895,0.002091128517924555,-0.046916453005158294,31,1,80.0,6.0,275.0,0.0
36,-0.006123620806741953,0.025361711898676184,0.028912637100811402,0.03250949711657865,31,2,81.0,6.0,265.0,0.0
37,0.07190433277988216,0.0786734312717768,-0.15243948515299335,0.043963255480444274,31,3,82.0,5.0,210.0,0.0
39,0.07906329911912395,-0.04615140339402269,0.03685634465109141,0.19420785920315176,32,2,84.0,5.0,273.0,0.0
41,-0.025067712457736435,0.13148815500094335,-0.07499281160865585,0.04511644008158642,33,2,86.0,6.0,0.0,0.0
42,0.06788331559431691,0.1233064198263451,0.10733293600314998,0.0764333272333801,33,3,87.0,2.0,0.0,1.0
43,0.011186310176737409,0.004642275815782112,0.01023718645882469,-0.0037529051339667855,34,1,88.0,0.0,411.0,1.0
44,-0.004380390954051628,-0.08959730710846645,-0.036917077552305236,0.022158947359015902,35,1,91.0,9.0,1002.0,1.0
45,0.015238949277089828,-0.002246069962712063,0.03515196080303707,-0.023177402367869374,35,2,92.0,11.0,694.0,0.0
47,-0.009423708636019018,0.05985639547473379,0.09065453793416434,0.0021232732000986757,36,1,93.0,4.0,406.0,1.0
48,0.032825946999299575,-0.04923348378456211,-0.08299338718367977,0.008268413429876498,36,2,94.0,5.0,328.0,0.0
49,-0.05537651473231276,-0.053600513776317416,-0.04258221572966578,-0.041270656275157316,37,1,96.0,4.0,416.0,0.0
50,-0.039618631339529434,0.08783593931942647,0.09081039645170995,0.0014255885907418487,37,2,97.0,2.0,358.0,0.0
51,-0.012486216115014343,0.018215909594900853,-0.04783056292280497,0.0035909247678404654,37,3,98.0,2.0,329.0,0.0
52,-0.009818097432388118,-0.0006612731117549117,0.012414543481641468,-0.03273399876181364,38,1,99.0,0.0,360.0,1.0
53,0.02230480623303682,0.03653334284368221,0.05046886741207342,0.00712996443966196,38,2,100.0,3.0,298.0,1.0
54,-0.0027740946901416673,0.01589500949425189,0.02771690379093285,0.031753322191446706,38,3,101.0,7.0,240.0,0.0
56,-0.021238700429008956,-0.04364389866801757,-0.12106258866426689,-0.13547195035160875,40,2,104.0,8.0,290.0,1.0
57,0.019088286810013504,0.05697571116075399,0.07132701875843918,0.011455534579002585,40,3,105.0,7.0,271.0,0.0
58,-0.058735682685291724,-0.10615387849637625,-0.09943163846249332,-0.020599052501273994,41,1,106.0,0.0,478.0,0.0
59,0.007992497649298914,0.013954113181207792,0.09032535450277415,-0.06232391371792682,41,3,107.0,3.0,258.0,0.0
