,TP9,AF7,AF8,TP10,subj,ses,Unnamed: 0,Performance,Time_Sec,Signal Drop
159,-0.018322335456965266,-0.059177244043939724,-0.05415647680942897,-0.018124793793131658,107,1,125.0,4.0,933.0,1.0
160,-0.015335435163597876,0.006981888344500409,-0.036955818236748275,0.027063174433395575,107,2,126.0,9.0,504.0,1.0
164,-0.05148045240018302,0.0015372299112018871,-0.007401766279314853,-0.03446910459595722,110,1,131.0,5.0,791.0,1.0
165,-0.01278907499073446,0.012624933237832153,-0.001264254532084285,-0.009529717506154415,110,2,132.0,3.0,606.0,0.0
166,-0.0008656671708072375,0.020033851222296326,0.040317118814678185,0.004030135851751548,110,3,133.0,5.0,436.0,0.0
167,-0.03513034374050521,-0.08090814631571767,0.06724548341579308,-0.026698287267196044,111,2,135.0,3.0,224.0,1.0
168,0.019462869709850252,-0.029383169950058092,-0.02614599504940855,0.035792512762686836,112,1,137.0,5.0,378.0,0.0
169,-0.025625220147139853,0.012655908796133104,0.025416632763587906,-0.09508794329189983,112,2,138.0,8.0,299.0,0.0
170,0.016709501227491805,0.04690021117063493,-0.023085704069607357,-0.017428256425596356,113,2,141.0,1.0,577.0,0.0
171,0.007981069186622045,-0.0011366704444960153,-0.19046571044715704,-0.06967477877137318,113,3,142.0,0.0,338.0,1.0
172,0.012179633096325984,-0.061313104662950056,-0.06900520963589861,-0.002505642697911534,114,1,143.0,0.0,533.0,1.0
173,-0.00997257947184227,0.03984356592545879,-0.029372513945562614,0.024556461515234163,114,3,145.0,2.0,298.0,0.0
174,-0.019540792611161865,0.06593836060058843,0.0738747605396579,0.00703458259436382,115,1,146.0,6.0,775.0,1.0
175,-0.1293157932910887,-0.29856150336924675,-0.1031932873138004,0.0922366287393076,115,2,147.0,6.0,426.0,1.0
176,0.07528724313707168,-0.03218759142943867,-0.032031954794288185,-0.004176722014933011,115,3,148.0,5.0,358.0,0.0
177,-0.045112753054997394,-0.03913438352273016,-0.0746605544240744,-0.018307571338294935,116,3,151.0,8.0,233.0,1.0
178,0.042794897816203895,0.06251541756750878,0.0535672745535518,0.05952743073180817,117,2,153.0,9.0,571.0,1.0
179,0.00340379228373595,-0.011797757903626315,-0.015751784602535276,-0.027145730398218562,118,1,155.0,0.0,189.0,1.0
180,0.03798460448732389,0.055580290322106395,-0.007492436139994418,0.03206055212449299,118,2,156.0,0.0,143.0,1.0
181,-0.03409289680756385,-0.03440365660330394,-0.0022984162142017216,-0.01467780658898623,118,3,157.0,4.0,419.0,1.0
182,0.012955462898717051,-0.006735658962519052,-0.04614603437451174,-0.00968053842624304,119,1,158.0,2.0,316.0,1.0
183,-0.009065389073830657,-0.10127073749750334,-0.05782017092300872,-0.01112246184980713,119,2,159.0,2.0,291.0,1.0
184,-0.01390798413908832,-0.0253204575707713,7.275390564869368e-05,-0.023615928024579236,119,3,160.0,2.0,408.0,0.0
185,-0.036595322303448294,0.09572002063470658,-0.04336608164367962,0.010297597864961068,120,3,163.0,6.0,190.0,1.0
186,0.0271803419042728,-0.007773677335305232,-0.05979388596420772,-0.0010477010054540195,121,1,164.0,4.0,393.0,0.0
187,0.003953858000493502,0.0213837027655231,-0.06790671175571837,0.05640407138076109,121,3,166.0,9.0,298.0,0.0
188,0.020623940273268054,-0.009622296984130384,-0.024368108871194557,-0.02198811631317491,122,3,168.0,7.0,258.0,0.0
191,-0.01594636062592787,-0.010113246001394061,0.05345928890658337,0.013813899712272502,125,1,170.0,7.0,600.0,1.0
192,0.01453745589002744,-0.03504694519568999,-0.01951015646471592,-0.0445723169303609,125,3,172.0,6.0,601.0,1.0
193,0.0047307859731297456,0.025616513774463872,0.027888825883633228,0.010071766157275095,126,1,173.0,5.0,555.0,1.0
194,-0.0022176163761492263,0.002194858842933634,0.006383781650378581,0.0177463258280408,126,2,174.0,5.0,558.0,0.0
195,-0.022118929485679836,-0.12914420852071,-0.15618631354868542,-0.007130279324469475,127,3,177.0,4.0,204.0,0.0
197,0.023076957059329183,-0.018456162603779892,-0.01280642699886687,0.03613775998785705,128,2,178.0,8.0,504.0,1.0
198,-0.009516934076827912,0.01658284699026462,0.0486151003824726,-0.00871414976063305,128,3,179.0,8.0,283.0,0.0
199,-0.0033644122609892196,-0.05111020445215944,-0.0764092999440759,0.001623950561331042,129,1,180.0,6.0,357.0,1.0
200,-0.05498237624246632,0.002242832067850465,-0.051115957344884916,-0.006605342741784203,129,2,181.0,3.0,269.0,1.0
201,0.014949975826823577,0.12125305203705528,0.008507478281853558,-0.016728560410095104,129,3,182.0,7.0,316.0,0.0
202,0.03149528111531844,-0.018955809736492274,-0.002624011749437374,0.027456399975748357,130,2,184.0,7.0,424.0,0.0
203,0.008426559549864251,-0.015890337398957195,-0.014210903514064878,-0.006390380646508341,130,3,185.0,11.0,323.0,0.0
204,-0.027974839669405397,0.006420754691367234,-0.027624184220808454,-0.1617285833558016,131,1,186.0,7.0,530.0,1.0
205,-0.07560108491974839,-0.035812192447720714,-0.024400345913673935,-0.022588347102147723,131,3,187.0,4.0,234.0,0.0
209,-0.012003526437970556,0.02592310111871612,-0.02264374280203108,0.014944681891278387,133,1,188.0,5.0,282.0,1.0
211,0.10785268451296773,0.03485189191679507,0.047207976928818327,0.07122513358097364,134,3,192.0,7.0,238.0,0.0
212,0.0015393165964432964,-0.005094512562548887,0.02994447886569657,0.016066912593660863,135,1,193.0,5.0,1062.0,1.0
213,0.023537248402872357,-0.02601396644869811,-0.003576053034242953,-0.03292258687099789,135,2,194.0,8.0,336.0,0.0
214,-0.02039021678708031,-0.0039080370705050224,-0.012360155866509286,0.02493748610912175,136,1,196.0,2.0,860.0,1.0
215,-0.03636873815301714,0.031359127309321194,-0.025577880504470227,0.09619287278190528,136,2,197.0,5.0,525.0,1.0
216,0.043176776201275684,0.05937432794230211,0.06294675701479137,0.008644761449723445,137,1,199.0,0.0,171.0,0.0
217,0.03234996520190459,0.07390853423592966,0.037757117738671964,-0.012762552018546848,137,2,200.0,1.0,227.0,0.0
218,0.03465750209724945,0.04517002828442395,-0.1851267436498839,0.03470119894304034,137,3,201.0,0.0,143.0,1.0
220,-0.0027621020859453027,-0.013152215069409667,0.003663242126722943,0.02484010749607086,138,2,202.0,7.0,821.0,1.0
221,-0.0026014141291913605,-0.02759955485055382,0.01796408822564672,0.0004103642966901936,138,3,203.0,11.0,534.0,0.0
222,-0.015328625133570086,-0.019125447434122825,-0.02376485808895987,-0.014564676954396795,139,1,204.0,10.0,605.0,0.0
223,0.08097744267030714,0.1506193733667109,-0.07950179173594636,-0.11906390355441197,139,2,205.0,9.0,531.0,1.0
224,0.017401798950916925,-0.006791100425588177,0.010618686207608384,0.014322465407199695,140,1,207.0,5.0,745.0,1.0
225,0.022873146893882115,-0.057033661795300776,-0.02621058589925906,0.016960345767496374,140,3,209.0,11.0,265.0,1.0
226,0.027965426261212584,0.028679437403032883,-0.06723798220165263,0.004863090381772484,141,3,211.0,2.0,0.0,1.0
227,-0.15094251197604167,-0.02660109597734032,0.14086331685287026,-0.17525817577520622,142,1,212.0,1.0,449.0,1.0
228,0.018568649664068695,-0.027856383005284292,0.004611274564740643,0.03665776482358959,142,2,213.0,3.0,245.0,0.0
229,9.661543844497192e-05,-0.018629035020497505,0.014276011336716379,0.0008885647469168039,143,1,215.0,11.0,738.0,0.0
230,-0.0224849553412669,0.0022448591392274955,0.00803873714288724,-0.009063409112776723,143,2,216.0,7.0,871.0,0.0
231,-0.009437232037174665,0.041550073962980265,0.013187339641757972,0.011608520393604762,143,3,217.0,7.0,322.0,0.0
232,-0.009652442904178741,0.010900997579589896,-0.028548150704352872,-0.018358544485761175,144,1,218.0,4.0,1592.0,1.0
233,0.022573190893918547,0.04078006975859365,-0.029216216528319242,0.02107287602698395,145,1,220.0,3.0,472.0,1.0
234,0.020382892592946004,-0.013467283701991316,0.0007275115518626507,0.023381619853978505,145,3,222.0,10.0,276.0,0.0
235,-0.006838319166421353,0.029100928171246276,0.005063017609321181,0.07306064526048014,146,1,223.0,5.0,719.0,1.0
236,-0.016624156446891997,0.009847754994512375,9.459371599874688e-05,-0.020142318430225133,146,2,224.0,6.0,1006.0,0.0
237,0.005779701704147012,-0.02437330872368256,-0.009926646225879701,0.005778422612686471,148,1,228.0,8.0,641.0,1.0
238,0.047890007468024465,-0.02057322005115146,-0.008672401320426798,0.045534439697570074,148,2,229.0,10.0,289.0,0.0
239,-0.005421534073214515,0.03509437651809062,0.026992140859618728,-0.016784961698044935,148,3,230.0,6.0,184.0,0.0
241,-0.012216405743111258,-0.011607022054168026,-0.035366564049503925,0.0731885752243386,149,2,231.0,3.0,182.0,1.0
242,-0.03419630724641997,-0.027302770142039134,-0.031813407994851176,-0.0009225061616947691,149,3,232.0,4.0,274.0,0.0
243,-0.001767848511793535,0.03900724013687483,0.012201824932046895,0.013859999684835915,150,1,233.0,4.0,528.0,1.0
244,-0.05821829723133998,-0.08536625290123288,0.01275165476805293,-0.019715336789867817,150,2,234.0,5.0,180.0,0.0
245,-0.07135629201781266,-0.01962600232949987,0.10714119147318106,-0.08509955355327173,150,3,235.0,3.0,179.0,0.0
247,-0.014168573142727677,0.03169927390585679,-0.003093318689375724,-0.03531598424895992,151,2,236.0,7.0,823.0,1.0
248,-0.021928364592227866,0.020121454606604142,-0.2850661771549003,0.03313746492471305,152,1,237.0,8.0,409.0,0.0
249,-0.021582541597529824,0.025384943643201745,-0.03659544413532585,0.003001427951821703,152,2,238.0,2.0,158.0,1.0
250,-0.03373716085060734,-0.1583238050946288,-0.1405194757703389,0.02023266956828477,152,3,239.0,5.0,185.0,1.0
252,-0.01095503940718533,0.024216723313021053,0.007883948132610038,-0.00911767520609253,153,2,240.0,1.0,400.0,1.0
253,-0.012220786676091036,-0.02154932850618866,-0.02783521393510076,0.01601841848544599,153,3,241.0,2.0,236.0,0.0
255,0.009598244582110081,-0.00020559965567302344,0.02312261856545472,-0.009817297053455585,156,2,244.0,2.0,921.0,1.0
256,0.0009086766899434309,-0.009789545854869953,0.017874900068098325,-0.009521903742379172,156,3,245.0,6.0,745.0,0.0
257,-0.05625052750952481,0.030223251677296684,0.021145463398802983,-0.039280471381555285,158,1,246.0,7.0,787.0,0.0
258,0.014176979014739452,-0.009794294799918996,-0.01551570153210858,-0.005944990241912052,158,2,247.0,7.0,246.0,0.0
